Id,R_2025_26,RM_2025_26,Nome,Squadra_2025_26,Qt.A_2025_26,Qt.I_2025_26,Diff._2025_26,Qt.A M_2025_26,Qt.I M_2025_26,Diff.M_2025_26,FVM_2025_26,FVM M_2025_26,Rm_2025_26,Pv_2025_26,Mv_2025_26,Fm_2025_26,Gf_2025_26,Gs_2025_26,Rp_2025_26,Rc_2025_26,R+_2025_26,R-_2025_26,Ass_2025_26,Amm_2025_26,Esp_2025_26,Au_2025_26,R_2022_23,RM_2022_23,Squadra_2022_23,Qt.A_2022_23,Qt.I_2022_23,Diff._2022_23,Qt.A M_2022_23,Qt.I M_2022_23,Diff.M_2022_23,FVM_2022_23,FVM M_2022_23,Rm_2022_23,Pv_2022_23,Mv_2022_23,Fm_2022_23,Gf_2022_23,Gs_2022_23,Rp_2022_23,Rc_2022_23,R+_2022_23,R-_2022_23,Ass_2022_23,Amm_2022_23,Esp_2022_23,Au_2022_23,R_2023_24,RM_2023_24,Squadra_2023_24,Qt.A_2023_24,Qt.I_2023_24,Diff._2023_24,Qt.A M_2023_24,Qt.I M_2023_24,Diff.M_2023_24,FVM_2023_24,FVM M_2023_24,Rm_2023_24,Pv_2023_24,Mv_2023_24,Fm_2023_24,Gf_2023_24,Gs_2023_24,Rp_2023_24,Rc_2023_24,R+_2023_24,R-_2023_24,Ass_2023_24,Amm_2023_24,Esp_2023_24,Au_2023_24,R_2024_25,RM_2024_25,Squadra_2024_25,Qt.A_2024_25,Qt.I_2024_25,Diff._2024_25,Qt.A M_2024_25,Qt.I M_2024_25,Diff.M_2024_25,FVM_2024_25,FVM M_2024_25,Rm_2024_25,Pv_2024_25,Mv_2024_25,Fm_2024_25,Gf_2024_25,Gs_2024_25,Rp_2024_25,Rc_2024_25,R+_2024_25,R-_2024_25,Ass_2024_25,Amm_2024_25,Esp_2024_25,Au_2024_25,Fattore_Fantahack,Media_Fantamedia_Ponderata,Media_Partite_Giocate_Ponderata,Top_Player,Unicorno,Probabilità_Top_Player,Top_Player_AI,Fattore_Fantahack_AI,Unicorno_AI,Squadra_AI
1939,N.D.,N.D.,Borsiere,N.D.,82,336,35,666,666,666,154,666,666,660,260,666,649,160,666,666,666,666,64,167,642,334,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,A,Pc,Cagliari,10,15,-5,10,15,-5,27,17,666,21,5.88,6.24,3,0,0,1,1,0,0,3,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.2479999999999998,4.199999999999999,0,0,0.0,0,0.0,0,N.D.
1943,N.D.,N.D.,Franscini,N.D.,388,551,392,666,666,666,616,666,666,406,594,666,218,625,666,666,666,666,70,370,275,43,A,Pc,Udinese,10,11,-1,10,10,0,4,4,666,11,5.95,6.55,2,0,0,0,0,0,1,3,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.4366666666666666,0.7333333333333333,0,0,0.0,0,0.0,0,N.D.
1946,N.D.,N.D.,Sbarbaro,N.D.,11,344,341,666,666,666,633,666,666,488,225,666,54,370,666,666,666,666,648,576,353,510,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,P,Por,Cagliari,2,1,1,2,1,1,1,1,666,1,6.0,5.0,0,1,0,0,0,0,0,0,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.0,0.1999999999999999,0,0,0.0,0,0.0,0,N.D.
1947,N.D.,N.D.,Liguori,N.D.,480,136,29,666,666,666,367,666,666,112,101,666,480,17,666,666,666,666,332,372,75,619,P,Por,Salernitana,1,1,0,1,1,0,1,1,666,1,6.0,4.0,0,2,0,0,0,0,0,0,0,0,P,Por,Salernitana,2,1,1,2,1,1,1,1,666,4,6.0,3.88,0,8,0,0,0,0,0,1,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.0426666666666666,0.8666666666666666,0,0,0.0,0,0.0,0,N.D.
1952,N.D.,N.D.,Toscani,N.D.,116,93,603,666,666,666,365,666,666,554,281,666,139,61,666,666,666,666,595,482,444,494,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,D,Dd;Ds;E,Venezia,4,5,-1,4,6,-2,9,11,666,22,5.77,5.89,1,0,0,0,0,0,2,5,0,0,0.0,2.3559999999999994,8.799999999999999,0,0,0.0,0,0.0,0,N.D.
1958,N.D.,N.D.,Cainero,N.D.,113,472,654,666,666,666,664,666,666,275,453,666,533,251,666,666,666,666,257,124,469,541,A,A,Monza,15,26,-11,15,26,-11,34,34,666,36,6.03,6.4,5,0,0,1,1,0,2,7,0,0,A,A,Monza,2,14,-12,2,14,-12,15,15,666,5,5.9,5.9,0,0,0,0,0,0,0,0,0,0,A,A,Monza,11,9,2,11,9,2,20,20,666,30,5.97,6.28,3,0,0,2,2,0,2,3,0,0,0.0,4.118666666666667,15.4,1,0,0.755,1,0.0,0,N.D.
1976,C,M;C,Quasimodo,Cagliari,205,499,617,5,5,0,300,12,666,218,412,0,596,84,0,0,0,0,52,451,49,505,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,C,M;C,Frosinone,16,4,12,16,5,11,33,38,666,29,6.1,6.52,5,0,0,0,0,0,0,4,1,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.1241486068026374,1.3039999999999996,5.799999999999999,0,0,0.01,0,0.0012414860680263,0,N.D.
1978,N.D.,N.D.,Ziani,N.D.,156,644,437,666,666,666,270,666,666,71,387,666,444,453,666,666,666,666,555,608,139,211,C,C;T,Monza,11,12,-1,11,12,-1,14,14,666,27,6.02,6.26,3,0,0,0,0,0,1,8,0,0,C,C;T,Inter,3,7,-4,3,7,-4,10,10,666,1,6.5,6.5,0,0,0,0,0,0,0,0,0,0,C,C;T,Monza,5,7,-2,5,7,-2,9,9,666,7,5.93,6.36,1,0,0,1,1,0,0,0,0,0,0.0,4.261333333333333,4.8,0,0,0.04,0,0.0,0,N.D.
1987,N.D.,N.D.,Contarini,N.D.,165,588,273,666,666,666,326,666,666,345,521,666,113,26,666,666,666,666,503,232,642,204,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,C,E;C,Cagliari,5,7,-2,4,8,-4,12,15,666,16,5.84,6.16,1,0,0,0,0,0,2,0,0,0,C,E;C,Cagliari,1,3,-2,1,4,-3,6,7,666,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,1.2319999999999998,3.1999999999999997,0,0,0.01,0,0.0,0,N.D.
1995,N.D.,N.D.,Morabito,N.D.,547,543,462,666,666,666,263,666,666,418,294,666,619,122,666,666,666,666,343,409,314,326,C,W;T,Sampdoria,4,13,-9,4,13,-9,10,10,666,32,5.58,5.72,3,0,0,0,0,0,0,9,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.3813333333333332,2.1333333333333333,0,0,0.0,0,0.0,0,N.D.
1997,N.D.,N.D.,Nolcini,N.D.,578,448,328,666,666,666,127,666,666,256,42,666,76,533,666,666,666,666,528,90,560,103,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,A,Pc,Salernitana,8,1,7,8,1,7,18,10,666,11,6.0,6.82,3,0,0,0,0,0,0,0,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.3639999999999997,2.2,0,0,0.0,0,0.0,0,N.D.
1998,N.D.,N.D.,Casini,N.D.,131,178,435,666,666,666,203,666,666,492,354,666,192,11,666,666,666,666,428,634,347,371,A,A,Empoli,2,9,-7,2,9,-7,4,4,666,13,5.85,5.81,0,0,0,0,0,0,0,1,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.3873333333333332,0.8666666666666666,0,0,0.0,0,0.0,0,N.D.
2002,N.D.,N.D.,Pulci,N.D.,453,212,463,666,666,666,474,666,666,632,448,666,318,430,666,666,666,666,648,412,391,47,C,W;A,Juventus,15,25,-10,15,25,-10,35,35,666,21,6.12,6.6,2,0,0,0,0,0,5,2,0,0,A,A,Juventus,25,17,8,25,17,8,100,100,666,32,6.28,7.17,9,0,0,1,1,0,2,1,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.874,7.799999999999998,0,0,0.0,0,0.0,0,N.D.
2006,N.D.,N.D.,Marangoni,N.D.,142,337,574,666,666,666,119,666,666,98,186,666,437,101,666,666,666,666,224,464,349,57,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,D,Dd;E,Frosinone,9,3,6,9,3,6,13,13,666,24,5.75,6.02,2,0,0,0,0,0,1,1,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.2039999999999995,4.799999999999999,0,0,0.0,0,0.0,0,N.D.
2008,N.D.,N.D.,Galtarossa,N.D.,653,103,582,666,666,666,653,666,666,656,16,666,628,304,666,666,666,666,347,660,550,558,C,C,Torino,7,5,2,7,4,3,11,11,666,29,5.95,5.93,1,0,0,0,0,0,0,8,0,0,C,M;C,Torino,5,5,0,5,6,-1,19,19,666,26,5.92,5.69,0,0,0,0,0,0,0,12,0,0,C,M;C,Torino,4,3,1,4,3,1,12,15,666,22,5.77,5.77,1,0,0,0,0,0,0,6,0,0,0.0,3.8413333333333326,15.93333333333333,1,0,0.82,1,0.0,0,N.D.
2011,N.D.,N.D.,Cainero,N.D.,83,415,24,666,666,666,202,666,666,310,109,666,338,308,666,666,666,666,246,538,187,363,C,M;C,Verona,3,6,-3,3,6,-3,7,7,666,21,5.93,5.69,0,0,0,0,0,0,0,6,0,1,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.3793333333333333,1.4,0,0,0.0,0,0.0,0,N.D.
2012,A,Pc,Lollobrigida,Juventus,307,452,100,1,1,0,80,3,666,169,244,0,602,452,0,0,0,0,604,340,535,623,A,Pc,Juventus,19,21,-2,19,20,-1,51,51,666,27,6.09,6.74,7,0,0,1,0,1,1,1,1,0,A,Pc,Juventus,12,18,-6,12,17,-5,30,20,666,24,6.0,6.46,4,0,0,0,0,0,1,2,1,0,A,Pc,Juventus,1,12,-11,1,10,-9,3,3,666,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.3661007756611679,1.7413333333333332,6.599999999999998,0,1,0.02,0,0.0073220155132233,0,N.D.
2016,N.D.,N.D.,Curiel,N.D.,335,447,566,666,666,666,470,666,666,505,280,666,566,177,666,666,666,666,340,635,56,11,D,Dc,Salernitana,2,6,-4,2,6,-4,5,5,666,12,5.67,5.79,1,0,0,0,0,0,0,1,1,0,D,Dc,Salernitana,4,2,2,4,2,2,12,12,666,17,5.71,5.85,1,0,0,0,0,0,1,3,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.5559999999999998,4.199999999999999,0,0,0.0,0,0.0,0,N.D.
2038,A,Pc,Togliatti,Sassuolo,582,631,536,16,16,0,251,70,666,356,73,0,246,198,0,0,0,0,102,74,444,115,A,Pc,Sassuolo,9,23,-14,9,23,-14,25,25,666,32,5.67,6.06,5,0,0,1,1,0,0,3,1,0,A,Pc,Sassuolo,19,13,6,19,12,7,110,110,666,37,5.92,6.7,11,0,0,3,2,1,1,4,0,0,A,Pc,Genoa,19,18,1,18,17,1,85,82,666,36,5.96,6.68,10,0,0,1,0,1,1,4,0,0,0.3294910463249703,4.416,23.93333333333333,1,0,0.91,1,0.299836852155723,1,Squadra_5_AI
2061,A,Pc,Trillini,Napoli,131,295,490,7,7,0,585,5,666,199,82,0,323,408,0,0,0,0,524,560,422,82,A,Pc,Napoli,17,25,-8,17,25,-8,27,27,666,12,6.29,7.33,4,0,0,0,0,0,1,1,0,0,A,Pc,Napoli,3,13,-10,3,12,-9,18,10,666,17,5.74,5.82,1,0,0,0,0,0,0,3,0,0,A,Pc,Napoli,7,11,-4,7,10,-3,7,7,666,19,5.92,6.11,1,0,0,0,0,0,1,1,0,0,0.1929898629694811,4.096666666666666,11.799999999999995,0,0,0.05,0,0.009649493148474,0,N.D.
2077,C,C;T,Cattaneo,Atalanta,554,279,124,9,9,0,350,28,666,158,617,0,371,247,0,0,0,0,62,296,220,601,C,T,Atalanta,13,22,-9,13,21,-8,40,36,666,32,5.95,6.41,5,0,0,0,0,0,1,3,0,0,C,T,Atalanta,20,14,6,20,13,7,130,130,666,33,6.21,6.89,6,0,0,2,2,0,6,3,0,0,C,C;T,Atalanta,11,15,-4,11,15,-4,27,27,666,33,5.91,6.14,3,0,0,1,0,1,2,1,0,0,0.3581524847623139,4.261333333333332,21.933333333333334,1,0,0.975,1,0.349198672643256,1,Squadra_3_AI
2085,N.D.,N.D.,Fagotto,N.D.,83,140,560,666,666,666,514,666,666,358,138,666,427,527,666,666,666,666,454,246,22,248,C,T,Lazio,22,18,4,22,17,5,88,88,666,34,6.34,6.93,6,0,0,2,1,1,7,4,0,0,C,C;T,Lazio,20,21,-1,20,22,-2,80,80,666,32,6.27,6.84,5,0,0,0,0,0,7,7,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.83,8.666666666666666,0,0,0.0,0,0.0,0,N.D.
2097,A,Pc,Tedesco,Fiorentina,617,579,38,33,33,0,291,375,666,414,113,0,169,400,0,0,0,0,18,654,531,386,A,Pc,Juventus,11,15,-4,11,14,-3,21,21,666,23,5.89,6.52,6,0,0,0,0,0,0,5,1,0,A,Pc,Juventus,4,11,-7,4,10,-6,15,10,666,14,6.0,5.93,0,0,0,0,0,0,0,2,0,0,A,Pc,Fiorentina,34,21,13,34,21,13,436,436,666,32,6.42,8.08,19,0,0,2,1,1,2,6,0,0,0.2168938480437797,4.852666666666666,17.13333333333333,1,0,0.74,1,0.1605014475523969,0,Squadra_5_AI
2103,N.D.,N.D.,Rubbia,N.D.,341,611,276,666,666,666,576,666,666,229,383,666,539,432,666,666,666,666,148,576,344,36,A,Pc,Torino,6,12,-6,6,11,-5,12,10,666,11,6.0,6.5,2,0,0,0,0,0,1,3,0,0,A,Pc,Torino,5,8,-3,5,7,-2,14,10,666,15,5.87,6.03,1,0,0,0,0,0,1,3,0,0,A,Pc,Empoli,4,3,1,4,3,1,29,29,666,9,6.11,6.94,3,0,0,0,0,0,0,3,0,0,0.0,4.415333333333333,7.333333333333331,0,0,0.07,0,0.0,0,N.D.
2104,N.D.,N.D.,Ossola,N.D.,62,244,410,666,666,666,132,666,666,585,461,666,486,312,666,666,666,666,334,33,38,518,D,Dd;E,Napoli,3,6,-3,3,6,-3,3,3,666,17,5.71,5.71,0,0,0,0,0,0,1,2,0,0,D,Dd;E,Empoli,6,3,3,6,3,3,11,11,666,23,5.85,5.83,0,0,0,0,0,0,1,3,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.5466666666666664,5.7333333333333325,0,0,0.0,0,0.0,0,N.D.
2117,C,C;T,Argurio,Verona,131,509,26,4,4,0,653,10,666,460,382,0,336,456,0,0,0,0,558,261,635,445,C,C;T,Salernitana,10,5,5,10,5,5,11,11,666,22,6.02,6.2,2,0,0,0,0,0,0,4,0,0,C,C;T,Salernitana,9,7,2,9,7,2,13,13,666,24,6.0,6.29,3,0,0,0,0,0,0,5,0,0,C,C;T,Verona,5,4,1,5,4,1,9,9,666,22,5.89,5.95,1,0,0,0,0,0,0,4,0,0,0.3349516310946958,4.051333333333333,15.066666666666665,1,1,0.86,1,0.2880584027414384,1,Squadra_3_AI
2119,N.D.,N.D.,Sismondi,N.D.,337,633,544,666,666,666,67,666,666,403,460,666,223,197,666,666,666,666,151,601,149,107,A,A,Udinese,14,24,-10,14,24,-10,8,8,666,15,6.37,7.07,2,0,0,0,0,0,5,1,0,0,A,A,Udinese,1,14,-13,1,14,-13,12,12,666,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.4713333333333333,1.0,0,0,0.0,0,0.0,0,N.D.
2120,D,Dc,Benigni,Inter,239,495,326,16,16,0,151,78,666,402,504,0,395,580,0,0,0,0,525,551,314,522,D,Dc,Inter,10,15,-5,10,15,-5,32,32,666,29,6.12,6.14,0,0,0,0,0,0,2,3,0,0,D,Dc,Inter,14,13,1,14,13,1,85,85,666,28,6.32,6.45,1,0,0,0,0,0,3,5,0,0,D,Dc,Inter,16,16,0,16,16,0,86,86,666,32,6.42,6.55,1,0,0,0,0,0,4,4,1,0,0.2737052570744699,4.319333333333333,20.33333333333333,1,0,0.99,1,0.2709682045037252,0,Squadra_2_AI
2127,P,Por,Badoer,Sassuolo,541,314,133,1,1,0,200,1,666,384,339,0,565,581,0,0,0,0,658,111,395,639,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.0,0.0,0,0,0.0,0,0.0,0,N.D.
2130,N.D.,N.D.,Balotelli,N.D.,156,648,424,666,666,666,391,666,666,220,73,666,514,315,666,666,666,666,303,109,394,220,D,E,Atalanta,3,9,-6,3,8,-5,1,1,666,17,5.88,5.91,1,0,0,0,0,0,1,7,0,0,D,E,Atalanta,4,7,-3,4,6,-2,15,10,666,18,5.83,5.78,0,0,0,0,0,0,1,5,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.5499999999999998,4.7333333333333325,0,0,0.0,0,0.0,0,N.D.
2134,P,Por,Pincherle,Lecce,134,110,82,6,6,0,566,14,666,119,290,0,586,43,0,0,0,0,462,666,440,649,P,Por,Lecce,13,5,8,13,5,8,32,32,666,38,6.25,5.09,0,46,1,0,0,0,0,2,0,0,P,Por,Lecce,12,8,4,12,8,4,25,25,666,38,6.25,4.91,0,54,1,0,0,0,0,0,0,0,P,Por,Lecce,11,9,2,11,9,2,24,24,666,38,6.26,4.79,0,58,1,0,0,0,0,2,0,0,0.3718726184429413,3.2373333333333334,25.33333333333333,0,1,0.005,0,0.0018593630922147,0,N.D.
2137,A,Pc,Mondadori,Atalanta,479,80,324,19,19,0,410,102,666,246,388,0,560,366,0,0,0,0,308,172,600,238,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,A,Pc,Atalanta,32,25,7,32,25,7,330,330,666,28,6.41,7.89,12,0,0,0,0,0,6,1,0,0,A,Pc,Atalanta,14,28,-14,13,27,-14,70,70,666,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0867576942596124,1.5779999999999998,5.6,0,0,0.07,0,0.0060730385981728,0,N.D.
2141,N.D.,N.D.,Beffa,N.D.,106,523,494,666,666,666,8,666,666,252,229,666,548,445,666,666,666,666,462,28,326,367,D,Dd;E,Verona,10,4,6,10,4,6,10,10,666,33,5.95,6.05,2,0,0,0,0,0,1,8,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.4033333333333332,2.2,0,0,0.0,0,0.0,0,N.D.
2154,N.D.,N.D.,Visintini,N.D.,47,184,374,666,666,666,514,666,666,582,341,666,604,219,666,666,666,666,232,136,202,95,C,W;T,Empoli,5,3,2,5,3,2,5,5,666,10,6.0,6.35,1,0,0,0,0,0,1,1,0,0,C,W;T,Salernitana,5,2,3,5,2,3,3,3,666,7,6.0,6.07,0,0,0,0,0,0,1,1,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.637333333333333,2.0666666666666664,0,0,0.0,0,0.0,0,N.D.
2155,A,Pc,Mercadante,Como,169,97,403,10,10,0,576,22,666,230,50,0,487,115,0,0,0,0,472,494,466,364,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,A,Pc,Como,17,9,8,16,8,8,26,23,666,33,6.02,6.67,7,0,0,1,0,1,4,1,0,0,0.215980987697535,2.6679999999999997,13.2,0,0,0.005,0,0.0010799049384876,0,N.D.
2160,D,E,Serraglio,Fiorentina,218,242,519,17,17,0,344,81,666,159,556,0,389,372,0,0,0,0,273,526,189,270,D,E,Inter,12,19,-7,12,18,-6,20,20,666,25,5.96,6.3,3,0,0,0,0,0,0,2,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,D,E,Fiorentina,16,13,3,16,12,4,74,74,666,32,6.12,6.59,5,0,0,0,0,0,3,6,0,0,0.1894915741332151,3.055999999999999,14.466666666666663,0,0,0.0,0,0.0,0,N.D.
2161,N.D.,N.D.,Fabrizi,N.D.,101,387,245,666,666,666,38,666,666,253,71,666,383,284,666,666,666,666,557,445,381,136,C,C,Empoli,6,3,3,6,3,3,6,6,666,24,5.88,5.96,1,0,0,0,0,0,0,2,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,C,M;C,Empoli,2,2,0,2,2,0,3,3,666,6,6.08,6.0,0,0,0,0,0,0,0,1,0,0,0.0,2.797333333333333,4.0,0,0,0.0,0,0.0,0,N.D.
2164,N.D.,N.D.,Santi,N.D.,628,353,514,666,666,666,99,666,666,531,193,666,501,174,666,666,666,666,448,177,416,70,D,Dd;Dc,Fiorentina,9,11,-2,9,12,-3,16,19,666,27,5.94,6.06,2,0,0,0,0,0,1,4,0,1,D,Dc,Fiorentina,4,10,-6,4,10,-6,23,23,666,30,5.67,5.6,0,0,0,0,0,0,0,4,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.5239999999999998,7.799999999999998,0,0,0.0,0,0.0,0,N.D.
2167,C,W;A,Sokolov,Bologna,531,634,261,29,29,0,33,210,666,74,330,0,631,454,0,0,0,0,42,146,356,100,C,W;A,Bologna,22,15,7,22,15,7,92,92,666,32,6.16,7.09,11,0,0,3,3,0,2,6,2,0,C,W,Bologna,23,21,2,23,20,3,200,200,666,31,6.16,7.06,10,0,0,3,2,1,2,2,0,0,C,W,Bologna,36,21,15,36,21,15,245,245,666,29,6.53,8.19,15,0,0,3,3,0,4,2,0,0,0.2636268734827856,5.160666666666666,19.933333333333326,1,0,0.945,1,0.2491273954412323,0,Squadra_2_AI
2169,N.D.,N.D.,Borzomì,N.D.,90,52,229,666,666,666,408,666,666,180,193,666,624,625,666,666,666,666,324,36,70,546,D,Ds;Dc;E,Torino,9,7,2,9,8,1,22,25,666,34,6.0,5.96,0,0,0,0,0,0,0,3,0,0,D,Ds;Dc,Torino,12,8,4,11,9,2,25,27,666,35,6.11,6.17,1,0,0,0,0,0,1,4,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.631333333333333,9.266666666666666,0,0,0.0,0,0.0,0,N.D.
2170,P,Por,Federico,Napoli,298,283,357,4,4,0,561,11,666,156,0,0,565,440,0,0,0,0,516,429,227,45,P,Por,Torino,12,1,11,12,1,11,32,32,666,38,6.03,4.89,0,41,0,0,0,0,0,4,0,0,P,Por,Torino,14,10,4,14,10,4,65,65,666,36,6.12,5.24,0,31,0,0,0,0,0,2,0,0,P,Por,Torino,16,10,6,16,10,6,66,66,666,37,6.3,5.45,0,42,4,0,0,0,0,3,0,0,0.4779690674343113,3.554,24.533333333333328,0,1,0.04,0,0.0191187626973724,0,Squadra_1_AI
2172,N.D.,N.D.,Callegari,N.D.,367,490,98,666,666,666,587,666,666,302,221,666,499,648,666,666,666,666,523,424,619,657,C,T,Fiorentina,11,22,-11,10,21,-11,21,18,666,28,5.82,5.96,2,0,0,0,0,0,0,4,0,0,C,T,Fiorentina,11,12,-1,10,11,-1,20,15,666,13,6.08,6.62,2,0,0,0,0,0,2,2,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.721333333333333,4.466666666666666,0,0,0.0,0,0.0,0,N.D.
2174,N.D.,N.D.,Casaleggio,N.D.,523,110,331,666,666,666,301,666,666,574,538,666,499,482,666,666,666,666,507,663,420,427,D,Dd;Ds;E,Fiorentina,3,3,0,3,3,0,4,4,666,16,5.72,5.66,0,0,0,0,0,0,0,2,0,0,D,Dd;Ds;E,Lecce,2,4,-2,2,5,-3,7,7,666,6,5.5,5.42,0,0,0,0,0,0,0,1,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.4613333333333332,2.266666666666666,0,0,0.0,0,0.0,0,N.D.
2178,N.D.,N.D.,Sauro,N.D.,338,337,520,666,666,666,484,666,666,434,85,666,112,104,666,666,666,666,551,14,473,46,P,Por,Monza,1,11,-10,1,11,-10,1,1,666,1,5.0,2.0,0,3,0,0,0,0,0,0,0,0,P,Por,Sassuolo,2,4,-2,2,4,-2,1,1,666,3,6.0,3.67,0,7,0,0,0,0,0,0,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.8673333333333332,0.6666666666666665,0,0,0.0,0,0.0,0,N.D.
